AVO-Kurztext,AVO-Langtext,VD-Kurztext,Beschreibung,Kurzcode,label
Luftleitelement-links 2x aufnehmen mit HG,- Luftleitelement links aus Zwischenablage aufnehmen - 2x aufnehmen an Position - HG verwenden - Qualitätskontrolle durchführen,Montage Luftleitelement,Abschluss aufnehmen von Luftleitelement links,3000UM2....2,3
Bremssattel-rechts 3x verschrauben mit Zange,- Bremssattel rechts aus Zwischenablage aufnehmen - 3x verschrauben an Position - Zange verwenden - Qualitätskontrolle durchführen,Montage Bremssattel,3x verschrauben von Bremssattel rechts,LO-NGY,3
Kabelbinder-oben platzieren mit Akkuschrauber,- Kabelbinder oben aus Zwischenablage aufnehmen - platzieren an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Montage Kabelbinder,Kabelbinder oben platzieren und positionieren,LO-DRE,0
Kardanwelle-oben montieren mit EC-Schrauber,- Kardanwelle oben aus Zwischenablage aufnehmen - montieren an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Einbau Kardanwelle,montieren von Kardanwelle oben,PT.SEC,0
Luftleitelement-rechts 4x aufnehmen mit HG,- Luftleitelement rechts aus Zwischenablage aufnehmen - 4x aufnehmen an Position - HG verwenden - Qualitätskontrolle durchführen,Einbau Luftleitelement,Abschluss aufnehmen von Luftleitelement rechts,M-VYQ.1,0
Bremsabschirmblech-hinten 6x scannen,- Bremsabschirmblech hinten aus Zwischenablage aufnehmen - 6x scannen an Position - Qualitätskontrolle durchführen,Bremsabschirmblech an Schwenklager,Abschluss scannen von Bremsabschirmblech hinten,PT.SEC,0
Kabelbinder-unten 4x platzieren mit HG,- Kabelbinder unten aus Zwischenablage aufnehmen - 4x platzieren an Position - HG verwenden - Qualitätskontrolle durchführen,Kabelbinder an Schwenklager,4x platzieren von Kabelbinder unten,LO-WUR,1
Kabelbinder-oben 6x platzieren mit Zange,- Kabelbinder oben aus Zwischenablage aufnehmen - 6x platzieren an Position - Zange verwenden - Qualitätskontrolle durchführen,Einbau Kabelbinder,Vorbereitung für platzieren von Kabelbinder,SEC,0
Kardanwelle-vorne holen mit HG,- Kardanwelle vorne aus Zwischenablage aufnehmen - holen an Position - HG verwenden - Qualitätskontrolle durchführen,Montage Kardanwelle,Kardanwelle vorne holen und positionieren,SEC,0
Bremssattel-oben platzieren mit HG,- Bremssattel oben aus Zwischenablage aufnehmen - platzieren an Position - HG verwenden - Qualitätskontrolle durchführen,Bremssattel an Schwenklager,Bremssattel oben platzieren und positionieren,SEC,4
Bremsdruckleitung-links 3x aufnehmen mit HG,- Bremsdruckleitung links aus Zwischenablage aufnehmen - 3x aufnehmen an Position - HG verwenden - Qualitätskontrolle durchführen,Bremsdruckleitung an Querlenker,Bremsdruckleitung links aufnehmen und positionieren,SEC,1
Bremsabschirmblech-oben 6x aufnehmen,- Bremsabschirmblech oben aus Zwischenablage aufnehmen - 6x aufnehmen an Position - Qualitätskontrolle durchführen,Bremsabschirmblech an Spurstange,Abschluss aufnehmen von Bremsabschirmblech oben,SEC,0
Bremsdruckleitung-oben 2x holen mit Scanner,- Bremsdruckleitung oben aus Zwischenablage aufnehmen - 2x holen an Position - Scanner verwenden - Qualitätskontrolle durchführen,Montage Bremsdruckleitung,Vorbereitung für holen von Bremsdruckleitung,SEC,2
Kabelbinder-oben 4x platzieren mit Scanner,- Kabelbinder oben aus Zwischenablage aufnehmen - 4x platzieren an Position - Scanner verwenden - Qualitätskontrolle durchführen,Montage Kabelbinder,Vorbereitung für platzieren von Kabelbinder,LO-SPV,3
Bremsabschirmblech-hinten holen mit HG,- Bremsabschirmblech hinten aus Zwischenablage aufnehmen - holen an Position - HG verwenden - Qualitätskontrolle durchführen,Bremsabschirmblech an Schwenklager,holen von Bremsabschirmblech hinten,M-FOS.1,0
Luftleitelement-vorne 2x holen mit Zange,- Luftleitelement vorne aus Zwischenablage aufnehmen - 2x holen an Position - Zange verwenden - Qualitätskontrolle durchführen,Einbau Luftleitelement,2x holen von Luftleitelement vorne,M-SOD.2,2
Bremsabschirmblech-hinten 4x heften mit Scanner,- Bremsabschirmblech hinten aus Zwischenablage aufnehmen - 4x heften an Position - Scanner verwenden - Qualitätskontrolle durchführen,Montage Bremsabschirmblech,Bremsabschirmblech hinten heften und positionieren,SEC,3
Bremsdruckleitung-links 6x aufnehmen mit Scanner,- Bremsdruckleitung links aus Zwischenablage aufnehmen - 6x aufnehmen an Position - Scanner verwenden - Qualitätskontrolle durchführen,Bremsdruckleitung an Schwenklager,6x aufnehmen von Bremsdruckleitung links,M-WFE.2,0
Kabelbinder-oben 6x verschrauben mit HG,- Kabelbinder oben aus Zwischenablage aufnehmen - 6x verschrauben an Position - HG verwenden - Qualitätskontrolle durchführen,Kabelbinder an Schwenklager,Vorbereitung für verschrauben von Kabelbinder,SEC,0
Luftleitelement-links 3x montieren mit Zange,- Luftleitelement links aus Zwischenablage aufnehmen - 3x montieren an Position - Zange verwenden - Qualitätskontrolle durchführen,Luftleitelement an Schwenklager,Vorbereitung für montieren von Luftleitelement,3000LK4....3,1
Luftleitelement-unten 6x montieren mit Zange,- Luftleitelement unten aus Zwischenablage aufnehmen - 6x montieren an Position - Zange verwenden - Qualitätskontrolle durchführen,Luftleitelement an Spurstange,Abschluss montieren von Luftleitelement unten,3000IB3....3,3
Bremsdruckleitung-unten 2x montieren mit HG,- Bremsdruckleitung unten aus Zwischenablage aufnehmen - 2x montieren an Position - HG verwenden - Qualitätskontrolle durchführen,Bremsdruckleitung an Spurstange,Abschluss montieren von Bremsdruckleitung unten,PT.SEC,3
Luftleitelement-rechts holen mit HG,- Luftleitelement rechts aus Zwischenablage aufnehmen - holen an Position - HG verwenden - Qualitätskontrolle durchführen,Luftleitelement an Schwenklager,Luftleitelement rechts holen und positionieren,SEC,0
Kardanwelle-hinten 4x montieren mit Zange,- Kardanwelle hinten aus Zwischenablage aufnehmen - 4x montieren an Position - Zange verwenden - Qualitätskontrolle durchführen,Kardanwelle an Spurstange,Vorbereitung für montieren von Kardanwelle,M-BNI.2,3
Bremsabschirmblech-unten 6x montieren mit EC-Schrauber,- Bremsabschirmblech unten aus Zwischenablage aufnehmen - 6x montieren an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Montage Bremsabschirmblech,Abschluss montieren von Bremsabschirmblech unten,SEC,1
Luftleitelement-links 4x montieren mit Scanner,- Luftleitelement links aus Zwischenablage aufnehmen - 4x montieren an Position - Scanner verwenden - Qualitätskontrolle durchführen,Luftleitelement an Spurstange,Abschluss montieren von Luftleitelement links,SEC,0
Schraube-rechts scannen,- Schraube rechts aus Zwischenablage aufnehmen - scannen an Position - Qualitätskontrolle durchführen,Schraube an Querlenker,Abschluss scannen von Schraube rechts,3000QB2....2,0
Bremssattel-unten 2x scannen,- Bremssattel unten aus Zwischenablage aufnehmen - 2x scannen an Position - Qualitätskontrolle durchführen,Montage Bremssattel,Vorbereitung für scannen von Bremssattel,SEC,2
Kardanwelle-links scannen mit Zange,- Kardanwelle links aus Zwischenablage aufnehmen - scannen an Position - Zange verwenden - Qualitätskontrolle durchführen,Einbau Kardanwelle,Vorbereitung für scannen von Kardanwelle,M-DZS.2,2
Bremsabschirmblech-vorne 3x verschrauben,- Bremsabschirmblech vorne aus Zwischenablage aufnehmen - 3x verschrauben an Position - Qualitätskontrolle durchführen,Bremsabschirmblech an Schwenklager,Bremsabschirmblech vorne verschrauben und positionieren,M-URU.2,3
Bremsabschirmblech-links 4x scannen mit Akkuschrauber,- Bremsabschirmblech links aus Zwischenablage aufnehmen - 4x scannen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Einbau Bremsabschirmblech,Bremsabschirmblech links scannen und positionieren,SEC,2
Bremsdruckleitung-hinten 6x platzieren mit HG,- Bremsdruckleitung hinten aus Zwischenablage aufnehmen - 6x platzieren an Position - HG verwenden - Qualitätskontrolle durchführen,Einbau Bremsdruckleitung,Vorbereitung für platzieren von Bremsdruckleitung,M-DJU.1,3
Bremssattel-unten 3x montieren mit Scanner,- Bremssattel unten aus Zwischenablage aufnehmen - 3x montieren an Position - Scanner verwenden - Qualitätskontrolle durchführen,Bremssattel an Spurstange,3x montieren von Bremssattel unten,LO-PZF,0
Luftleitelement-oben 3x aufnehmen mit Akkuschrauber,- Luftleitelement oben aus Zwischenablage aufnehmen - 3x aufnehmen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Luftleitelement an Schwenklager,Vorbereitung für aufnehmen von Luftleitelement,M-WSM.1,1
Schraube-unten scannen mit Scanner,- Schraube unten aus Zwischenablage aufnehmen - scannen an Position - Scanner verwenden - Qualitätskontrolle durchführen,Einbau Schraube,Schraube unten scannen und positionieren,3000EN5....1,2
Bremssattel-rechts 2x scannen,- Bremssattel rechts aus Zwischenablage aufnehmen - 2x scannen an Position - Qualitätskontrolle durchführen,Bremssattel an Dämpferstelze,Abschluss scannen von Bremssattel rechts,3000YS3....3,2
Bremssattel-unten 3x holen mit Scanner,- Bremssattel unten aus Zwischenablage aufnehmen - 3x holen an Position - Scanner verwenden - Qualitätskontrolle durchführen,Bremssattel an Schwenklager,Vorbereitung für holen von Bremssattel,3000XZ2....4,2
Kabelbinder-vorne 3x scannen mit HG,- Kabelbinder vorne aus Zwischenablage aufnehmen - 3x scannen an Position - HG verwenden - Qualitätskontrolle durchführen,Kabelbinder an Schwenklager,3x scannen von Kabelbinder vorne,SEC,0
Kabelbinder-links 6x scannen mit Akkuschrauber,- Kabelbinder links aus Zwischenablage aufnehmen - 6x scannen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Kabelbinder an Schwenklager,Vorbereitung für scannen von Kabelbinder,SEC,0
Schraube-vorne 4x scannen mit EC-Schrauber,- Schraube vorne aus Zwischenablage aufnehmen - 4x scannen an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Montage Schraube,4x scannen von Schraube vorne,M-UUF.1,2
Schraube-hinten verschrauben mit Akkuschrauber,- Schraube hinten aus Zwischenablage aufnehmen - verschrauben an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Schraube an Dämpferstelze,Schraube hinten verschrauben und positionieren,M-KPT.1,0
Kardanwelle-links 3x scannen mit Scanner,- Kardanwelle links aus Zwischenablage aufnehmen - 3x scannen an Position - Scanner verwenden - Qualitätskontrolle durchführen,Einbau Kardanwelle,3x scannen von Kardanwelle links,SEC,0
Luftleitelement-hinten 2x aufnehmen,- Luftleitelement hinten aus Zwischenablage aufnehmen - 2x aufnehmen an Position - Qualitätskontrolle durchführen,Luftleitelement an Schwenklager,Luftleitelement hinten aufnehmen und positionieren,SEC,0
Schraube-vorne 4x platzieren,- Schraube vorne aus Zwischenablage aufnehmen - 4x platzieren an Position - Qualitätskontrolle durchführen,Schraube an Schwenklager,Abschluss platzieren von Schraube vorne,PT.SEC,0
Bremsdruckleitung-oben 4x scannen mit EC-Schrauber,- Bremsdruckleitung oben aus Zwischenablage aufnehmen - 4x scannen an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Einbau Bremsdruckleitung,4x scannen von Bremsdruckleitung oben,PT.SEC,1
Bremsabschirmblech-oben 6x montieren mit HG,- Bremsabschirmblech oben aus Zwischenablage aufnehmen - 6x montieren an Position - HG verwenden - Qualitätskontrolle durchführen,Montage Bremsabschirmblech,6x montieren von Bremsabschirmblech oben,SEC,3
Bremsabschirmblech-vorne 2x platzieren mit Zange,- Bremsabschirmblech vorne aus Zwischenablage aufnehmen - 2x platzieren an Position - Zange verwenden - Qualitätskontrolle durchführen,Einbau Bremsabschirmblech,2x platzieren von Bremsabschirmblech vorne,PT.SEC,0
Bremsabschirmblech-links 3x scannen mit Akkuschrauber,- Bremsabschirmblech links aus Zwischenablage aufnehmen - 3x scannen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Einbau Bremsabschirmblech,Bremsabschirmblech links scannen und positionieren,M-VRV.1,2
Kardanwelle-vorne heften mit Zange,- Kardanwelle vorne aus Zwischenablage aufnehmen - heften an Position - Zange verwenden - Qualitätskontrolle durchführen,Einbau Kardanwelle,Abschluss heften von Kardanwelle vorne,M-ZNZ.2,0
Bremssattel-links 2x holen,- Bremssattel links aus Zwischenablage aufnehmen - 2x holen an Position - Qualitätskontrolle durchführen,Bremssattel an Querlenker,Vorbereitung für holen von Bremssattel,SEC,0
Bremsdruckleitung-hinten holen mit Akkuschrauber,- Bremsdruckleitung hinten aus Zwischenablage aufnehmen - holen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Bremsdruckleitung an Schwenklager,Vorbereitung für holen von Bremsdruckleitung,M-PVB.2,0
Bremsdruckleitung-rechts 2x heften mit EC-Schrauber,- Bremsdruckleitung rechts aus Zwischenablage aufnehmen - 2x heften an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Montage Bremsdruckleitung,Vorbereitung für heften von Bremsdruckleitung,LO-ZDR,1
Kardanwelle-oben 6x scannen mit EC-Schrauber,- Kardanwelle oben aus Zwischenablage aufnehmen - 6x scannen an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Kardanwelle an Dämpferstelze,6x scannen von Kardanwelle oben,3000CQ2....3,2
Kardanwelle-rechts 2x scannen mit Akkuschrauber,- Kardanwelle rechts aus Zwischenablage aufnehmen - 2x scannen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Kardanwelle an Schwenklager,Abschluss scannen von Kardanwelle rechts,PT.SEC,0
Kardanwelle-vorne heften mit Akkuschrauber,- Kardanwelle vorne aus Zwischenablage aufnehmen - heften an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Kardanwelle an Schwenklager,Abschluss heften von Kardanwelle vorne,PT.SEC,0
Schraube-hinten platzieren mit Scanner,- Schraube hinten aus Zwischenablage aufnehmen - platzieren an Position - Scanner verwenden - Qualitätskontrolle durchführen,Montage Schraube,platzieren von Schraube hinten,LO-ZUN,0
Bremsabschirmblech-oben 6x verschrauben mit Akkuschrauber,- Bremsabschirmblech oben aus Zwischenablage aufnehmen - 6x verschrauben an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Bremsabschirmblech an Schwenklager,Vorbereitung für verschrauben von Bremsabschirmblech,PT.SEC,3
Schraube-oben 6x holen mit Zange,- Schraube oben aus Zwischenablage aufnehmen - 6x holen an Position - Zange verwenden - Qualitätskontrolle durchführen,Montage Schraube,6x holen von Schraube oben,3000NB5....3,2
Kabelbinder-rechts 6x scannen mit Akkuschrauber,- Kabelbinder rechts aus Zwischenablage aufnehmen - 6x scannen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Montage Kabelbinder,Kabelbinder rechts scannen und positionieren,PT.SEC,2
Luftleitelement-unten 3x scannen mit HG,- Luftleitelement unten aus Zwischenablage aufnehmen - 3x scannen an Position - HG verwenden - Qualitätskontrolle durchführen,Einbau Luftleitelement,Vorbereitung für scannen von Luftleitelement,M-PFC.2,2
Kabelbinder-oben 3x holen mit EC-Schrauber,- Kabelbinder oben aus Zwischenablage aufnehmen - 3x holen an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Kabelbinder an Schwenklager,Kabelbinder oben holen und positionieren,M-DRS.2,0
Bremsdruckleitung-links 6x aufnehmen mit Akkuschrauber,- Bremsdruckleitung links aus Zwischenablage aufnehmen - 6x aufnehmen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Bremsdruckleitung an Schwenklager,Vorbereitung für aufnehmen von Bremsdruckleitung,PT.SEC,3
Bremsabschirmblech-rechts 3x montieren mit Scanner,- Bremsabschirmblech rechts aus Zwischenablage aufnehmen - 3x montieren an Position - Scanner verwenden - Qualitätskontrolle durchführen,Bremsabschirmblech an Spurstange,Abschluss montieren von Bremsabschirmblech rechts,PT.SEC,1
Kabelbinder-unten 6x aufnehmen mit Akkuschrauber,- Kabelbinder unten aus Zwischenablage aufnehmen - 6x aufnehmen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Montage Kabelbinder,Abschluss aufnehmen von Kabelbinder unten,LO-JYR,3
Schraube-rechts 2x heften mit Akkuschrauber,- Schraube rechts aus Zwischenablage aufnehmen - 2x heften an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Montage Schraube,2x heften von Schraube rechts,PT.SEC,3
Kabelbinder-vorne 4x platzieren mit EC-Schrauber,- Kabelbinder vorne aus Zwischenablage aufnehmen - 4x platzieren an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Einbau Kabelbinder,Abschluss platzieren von Kabelbinder vorne,SEC,1
Bremsabschirmblech-rechts 3x heften mit Akkuschrauber,- Bremsabschirmblech rechts aus Zwischenablage aufnehmen - 3x heften an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Montage Bremsabschirmblech,Vorbereitung für heften von Bremsabschirmblech,PT.SEC,3
Bremssattel-unten 4x scannen mit Akkuschrauber,- Bremssattel unten aus Zwischenablage aufnehmen - 4x scannen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Bremssattel an Dämpferstelze,4x scannen von Bremssattel unten,M-JGR.2,0
Luftleitelement-hinten 4x verschrauben mit Akkuschrauber,- Luftleitelement hinten aus Zwischenablage aufnehmen - 4x verschrauben an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Einbau Luftleitelement,Vorbereitung für verschrauben von Luftleitelement,M-DTW.1,3
